Order Date,Category,Sub Category,Sales,Discount,Profit
2016-01-27,Beverages,Soft Drinks,2334,0.1,490.14
2016-01-27,Beverages,Soft Drinks,2410,0.27,457.9
2016-01-27,Snacks,Cookies,1087,0.18,173.92
2016-01-28,Bakery,Biscuits,2223,0.23,955.89
2016-01-30,Oil & Masala,Masalas,2500,0.26,400
2016-01-30,Beverages,Health Drinks,1797,0.11,718.8
2016-01-30,Beverages,Health Drinks,1296,0.23,259.2
2016-01-31,Food Grains,Atta & Flour,2128,0.14,383.04
2016-01-31,Fruits & Veggies,Fresh Fruits,2257,0.33,270.84
2016-01-31,Snacks,Chocolates,1285,0.28,218.45
2016-02-03,Bakery,Biscuits,662,0.18,165.5
2016-02-03,"Eggs, Meat & Fish",Fish,1501,0.22,345.23
2016-02-03,Beverages,Soft Drinks,1080,0.21,140.4
2016-02-03,Oil & Masala,Masalas,1901,0.12,684.36
2016-02-03,Food Grains,Organic Staples,1045,0.3,94.05
2016-02-03,Bakery,Breads & Buns,1922,0.18,845.68
2016-02-06,Fruits & Veggies,Fresh Fruits,1333,0.3,213.28
2016-02-06,Oil & Masala,Edible Oil & Ghee,519,0.16,41.52
2016-02-06,Snacks,Noodles,636,0.32,152.64
2016-02-06,Bakery,Cakes,1392,0.22,167.04
2016-02-06,Fruits & Veggies,Fresh Vegetables,2332,0.12,862.84
2016-02-06,Bakery,Cakes,1097,0.15,186.49
2016-02-06,Fruits & Veggies,Organic Vegetables,1725,0.24,483
2016-02-06,"Eggs, Meat & Fish",Chicken,1972,0.16,414.12
2016-02-06,Fruits & Veggies,Fresh Fruits,1810,0.25,217.2
2016-02-07,"Eggs, Meat & Fish",Mutton,1632,0.17,669.12
2016-02-07,Bakery,Cakes,1476,0.13,118.08
2016-02-08,Snacks,Chocolates,1658,0.34,132.64
2016-02-08,"Eggs, Meat & Fish",Fish,948,0.16,398.16
2016-02-08,Food Grains,Organic Staples,969,0.34,145.35
2016-02-08,Bakery,Cakes,626,0.1,175.28
2016-02-09,"Eggs, Meat & Fish",Chicken,2353,0.26,423.54
2016-02-09,Beverages,Health Drinks,530,0.25,201.4
2016-02-09,Fruits & Veggies,Fresh Vegetables,547,0.23,153.16
2016-02-09,Snacks,Noodles,1343,0.11,470.05
2016-02-09,Snacks,Chocolates,2387,0.1,811.58
2016-02-10,Snacks,Cookies,1895,0.15,132.65
2016-02-14,Oil & Masala,Spices,504,0.35,55.44
2016-02-14,Snacks,Chocolates,1330,0.11,385.7
2016-02-14,Fruits & Veggies,Organic Vegetables,1957,0.12,821.94
2016-02-14,"Eggs, Meat & Fish",Eggs,1944,0.23,563.76
2016-02-14,Snacks,Cookies,942,0.11,160.14
2016-02-14,Bakery,Biscuits,1947,0.2,759.33
2016-02-14,Oil & Masala,Spices,1776,0.14,799.2
2016-02-15,Snacks,Chocolates,2167,0.14,303.38
2016-02-15,Fruits & Veggies,Fresh Fruits,1609,0.35,257.44
2016-02-15,Beverages,Health Drinks,2035,0.26,468.05
2016-02-15,Beverages,Soft Drinks,687,0.34,240.45
2016-02-15,Food Grains,Atta & Flour,972,0.14,213.84
2016-02-15,Fruits & Veggies,Fresh Vegetables,1043,0.28,114.73
2016-02-15,Snacks,Noodles,2135,0.23,469.7
2016-02-15,Food Grains,Rice,760,0.17,235.6
2016-02-16,Food Grains,Dals & Pulses,2452,0.19,269.72
2016-02-16,"Eggs, Meat & Fish",Fish,854,0.19,324.52
2016-02-16,Beverages,Soft Drinks,1705,0.18,664.95
2016-02-18,Snacks,Chocolates,1078,0.26,474.32
2016-02-18,"Eggs, Meat & Fish",Chicken,1044,0.2,281.88
2016-02-18,Beverages,Health Drinks,728,0.12,254.8
2016-02-20,Snacks,Chocolates,1197,0.18,287.28
2016-02-20,Snacks,Cookies,2374,0.13,783.42
2016-02-21,Bakery,Biscuits,579,0.12,208.44
2016-02-21,Snacks,Noodles,2132,0.14,895.44
2016-02-22,Oil & Masala,Edible Oil & Ghee,2037,0.26,488.88
2016-02-23,Oil & Masala,Spices,1584,0.19,190.08
2016-02-23,Oil & Masala,Masalas,2462,0.27,1009.42
2016-02-25,Snacks,Chocolates,1756,0.14,456.56
2016-02-25,Food Grains,Organic Staples,1900,0.26,855
2016-02-27,Oil & Masala,Masalas,888,0.11,248.64
2016-02-27,Oil & Masala,Masalas,1029,0.19,463.05
2016-02-27,Beverages,Soft Drinks,1355,0.31,420.05
2016-02-27,Food Grains,Dals & Pulses,937,0.18,93.7
2016-02-27,Fruits & Veggies,Organic Fruits,1105,0.21,320.45
2016-02-28,Oil & Masala,Edible Oil & Ghee,1286,0.22,282.92
2016-02-28,Beverages,Health Drinks,1242,0.34,149.04
2016-03-01,"Eggs, Meat & Fish",Chicken,1784,0.26,499.52
2016-03-01,Snacks,Cookies,876,0.21,175.2
2016-03-01,Snacks,Chocolates,2421,0.33,266.31
2016-03-01,Beverages,Health Drinks,717,0.33,78.87
2016-03-01,Oil & Masala,Spices,577,0.33,57.7
2016-03-01,Oil & Masala,Spices,2186,0.23,568.36
2016-03-01,Snacks,Noodles,1386,0.18,318.78
2016-03-02,Fruits & Veggies,Organic Vegetables,983,0.11,186.77
2016-03-02,Oil & Masala,Edible Oil & Ghee,1947,0.16,447.81
2016-03-02,Beverages,Soft Drinks,786,0.25,275.1
2016-03-05,Bakery,Cakes,1743,0.25,610.05
2016-03-05,"Eggs, Meat & Fish",Fish,1401,0.32,280.2
2016-03-05,Fruits & Veggies,Organic Fruits,2126,0.13,403.94
2016-03-05,Oil & Masala,Spices,1423,0.28,583.43
2016-03-05,"Eggs, Meat & Fish",Chicken,1381,0.33,524.78
2016-03-05,Oil & Masala,Edible Oil & Ghee,2168,0.34,281.84
2016-03-05,Food Grains,Dals & Pulses,2328,0.25,465.6
2016-03-05,Beverages,Soft Drinks,1636,0.14,736.2
2016-03-05,Beverages,Health Drinks,1583,0.25,364.09
2016-03-05,"Eggs, Meat & Fish",Eggs,2038,0.29,733.68
2016-03-05,Oil & Masala,Masalas,2125,0.2,318.75
2016-03-05,Fruits & Veggies,Organic Vegetables,1946,0.11,603.26
2016-03-05,"Eggs, Meat & Fish",Mutton,1280,0.25,371.2
2016-03-05,Food Grains,Atta & Flour,1517,0.34,273.06
2016-03-05,Beverages,Health Drinks,2471,0.14,444.78
2016-03-05,Food Grains,Rice,1307,0.2,548.94
2016-03-06,Snacks,Noodles,1288,0.11,257.6
2016-03-06,Oil & Masala,Spices,1927,0.11,501.02
2016-03-07,"Eggs, Meat & Fish",Fish,1934,0.19,367.46
2016-03-07,Oil & Masala,Masalas,1148,0.19,149.24
2016-03-07,Fruits & Veggies,Organic Vegetables,1878,0.32,394.38
2016-03-07,Bakery,Biscuits,1799,0.22,323.82
2016-03-08,Beverages,Health Drinks,1881,0.29,695.97
2016-03-08,Oil & Masala,Spices,1113,0.11,311.64
2016-03-08,Food Grains,Dals & Pulses,937,0.24,215.51
2016-03-08,Beverages,Health Drinks,1937,0.1,368.03
2016-03-08,"Eggs, Meat & Fish",Mutton,1733,0.33,745.19
2016-03-08,Bakery,Biscuits,2403,0.17,360.45
2016-03-08,Beverages,Soft Drinks,557,0.22,194.95
2016-03-08,"Eggs, Meat & Fish",Mutton,951,0.17,133.14
2016-03-09,Bakery,Breads & Buns,1546,0.26,108.22
2016-03-09,Fruits & Veggies,Fresh Fruits,743,0.34,193.18
2016-03-09,Oil & Masala,Spices,2024,0.35,748.88
2016-03-10,"Eggs, Meat & Fish",Fish,1868,0.19,317.56
2016-03-10,Bakery,Biscuits,1712,0.19,633.44
2016-03-12,Food Grains,Organic Staples,1871,0.35,243.23
2016-03-12,Bakery,Cakes,816,0.19,367.2
2016-03-12,Food Grains,Dals & Pulses,1080,0.16,118.8
2016-03-12,Fruits & Veggies,Fresh Vegetables,1604,0.14,449.12
2016-03-13,Oil & Masala,Edible Oil & Ghee,1423,0.16,156.53
2016-03-13,Oil & Masala,Masalas,2296,0.17,551.04
2016-03-13,Fruits & Veggies,Fresh Vegetables,1261,0.12,340.47
2016-03-14,Oil & Masala,Edible Oil & Ghee,612,0.14,55.08
2016-03-14,Food Grains,Organic Staples,1974,0.22,789.6
2016-03-14,Snacks,Chocolates,1596,0.28,383.04
2016-03-15,Beverages,Soft Drinks,1751,0.23,682.89
2016-03-16,Food Grains,Rice,2354,0.18,870.98
2016-03-16,Snacks,Chocolates,2061,0.31,865.62
2016-03-16,Snacks,Noodles,1791,0.31,519.39
2016-03-16,Oil & Masala,Edible Oil & Ghee,2009,0.31,904.05
2016-03-16,Snacks,Cookies,943,0.16,235.75
2016-03-16,Snacks,Noodles,959,0.15,95.9
2016-03-16,Bakery,Biscuits,965,0.33,328.1
2016-03-16,Oil & Masala,Masalas,2163,0.25,800.31
2016-03-16,"Eggs, Meat & Fish",Fish,2203,0.32,374.51
2016-03-16,Oil & Masala,Spices,928,0.3,167.04
2016-03-17,Food Grains,Rice,1749,0.35,647.13
2016-03-17,Oil & Masala,Spices,1169,0.28,479.29
2016-03-19,Food Grains,Rice,2310,0.27,231
2016-03-19,Fruits & Veggies,Organic Vegetables,1834,0.34,128.38
2016-03-19,Beverages,Health Drinks,562,0.28,241.66
2016-03-19,Snacks,Chocolates,1714,0.33,119.98
2016-03-19,"Eggs, Meat & Fish",Eggs,2149,0.14,537.25
2016-03-19,"Eggs, Meat & Fish",Eggs,1123,0.13,482.89
2016-03-19,Snacks,Cookies,2010,0.21,402
2016-03-19,Fruits & Veggies,Fresh Fruits,2457,0.1,515.97
2016-03-19,Fruits & Veggies,Fresh Fruits,985,0.21,413.7
2016-03-19,Snacks,Noodles,610,0.26,122
2016-03-19,"Eggs, Meat & Fish",Fish,1290,0.31,516
2016-03-19,Beverages,Soft Drinks,897,0.19,80.73
2016-03-19,Snacks,Cookies,1195,0.16,250.95
2016-03-20,Beverages,Soft Drinks,1776,0.2,372.96
2016-03-20,Beverages,Soft Drinks,1621,0.17,664.61
2016-03-20,"Eggs, Meat & Fish",Mutton,1990,0.35,477.6
2016-03-20,Food Grains,Organic Staples,1743,0.2,784.35
2016-03-20,"Eggs, Meat & Fish",Mutton,793,0.34,142.74
2016-03-20,Beverages,Health Drinks,1371,0.28,575.82
2016-03-20,Bakery,Breads & Buns,792,0.24,348.48
2016-03-20,Food Grains,Rice,2049,0.14,266.37
2016-03-20,Beverages,Health Drinks,1285,0.25,552.55
2016-03-21,Beverages,Soft Drinks,899,0.23,143.84
2016-03-21,Food Grains,Atta & Flour,1964,0.27,255.32
2016-03-21,Snacks,Cookies,624,0.11,274.56
2016-03-22,Bakery,Breads & Buns,640,0.27,256
2016-03-22,"Eggs, Meat & Fish",Mutton,1854,0.34,519.12
2016-03-22,"Eggs, Meat & Fish",Chicken,2088,0.33,689.04
2016-03-22,"Eggs, Meat & Fish",Eggs,2404,0.33,1033.72
2016-03-22,Bakery,Breads & Buns,1684,0.35,740.96
2016-03-22,"Eggs, Meat & Fish",Fish,1289,0.17,412.48
2016-03-22,Fruits & Veggies,Fresh Vegetables,1188,0.35,534.6
2016-03-22,Fruits & Veggies,Fresh Fruits,1584,0.11,316.8
2016-03-22,Oil & Masala,Masalas,750,0.21,127.5
2016-03-22,Oil & Masala,Masalas,2380,0.35,999.6
2016-03-23,Bakery,Breads & Buns,1213,0.34,351.77
2016-03-23,Beverages,Health Drinks,1170,0.14,70.2
2016-03-23,Oil & Masala,Masalas,2190,0.34,569.4
2016-03-23,Fruits & Veggies,Fresh Vegetables,1115,0.33,89.2
2016-03-23,Food Grains,Dals & Pulses,1458,0.34,641.52
2016-03-23,Fruits & Veggies,Organic Vegetables,2008,0.13,883.52
2016-03-24,Beverages,Health Drinks,1364,0.26,422.84
2016-03-24,Beverages,Health Drinks,832,0.26,108.16
2016-03-24,Oil & Masala,Edible Oil & Ghee,1856,0.12,779.52
2016-03-26,Oil & Masala,Edible Oil & Ghee,1075,0.25,268.75
2016-03-26,Fruits & Veggies,Organic Vegetables,543,0.18,244.35
2016-03-26,Bakery,Cakes,1527,0.31,335.94
2016-03-26,Bakery,Cakes,1363,0.29,354.38
2016-03-26,Beverages,Soft Drinks,926,0.29,194.46
2016-03-26,Food Grains,Dals & Pulses,715,0.2,128.7
2016-03-27,Fruits & Veggies,Fresh Vegetables,2262,0.31,1017.9
2016-03-28,Oil & Masala,Spices,520,0.1,52
2016-03-28,Bakery,Breads & Buns,713,0.28,299.46
2016-03-28,Fruits & Veggies,Organic Vegetables,2058,0.19,370.44
2016-03-28,Food Grains,Atta & Flour,2428,0.35,631.28
2016-03-28,Snacks,Chocolates,1803,0.19,613.02
2016-03-29,Snacks,Cookies,1747,0.12,244.58
2016-03-29,Snacks,Cookies,2424,0.25,896.88
2016-03-29,Beverages,Soft Drinks,2257,0.28,857.66
2016-03-29,Bakery,Cakes,2093,0.28,732.55
2016-03-29,Bakery,Breads & Buns,2366,0.21,425.88
2016-03-29,Oil & Masala,Edible Oil & Ghee,1397,0.18,544.83
2016-03-29,Fruits & Veggies,Fresh Fruits,645,0.19,277.35
2016-03-29,Snacks,Chocolates,1789,0.29,178.9
2016-03-30,Bakery,Breads & Buns,2218,0.17,865.02
2016-03-30,Snacks,Noodles,884,0.28,176.8
2016-03-30,Bakery,Cakes,1294,0.25,569.36
2016-03-31,Snacks,Noodles,1744,0.34,540.64
2016-03-31,Beverages,Soft Drinks,733,0.25,124.61
2016-03-31,Snacks,Chocolates,2437,0.2,804.21
2016-04-02,Fruits & Veggies,Fresh Fruits,1180,0.16,483.8
2016-04-02,Fruits & Veggies,Organic Fruits,630,0.22,214.2
2016-04-02,Snacks,Cookies,1346,0.28,296.12
2016-04-02,Bakery,Cakes,2295,0.11,780.3
2016-04-02,"Eggs, Meat & Fish",Eggs,570,0.14,119.7
2016-04-02,Beverages,Health Drinks,2404,0.13,504.84
2016-04-04,Snacks,Cookies,928,0.28,120.64
2016-04-04,Oil & Masala,Masalas,912,0.24,54.72
2016-04-04,Snacks,Noodles,1783,0.14,392.26
2016-04-04,Food Grains,Atta & Flour,885,0.1,203.55
2016-04-04,Food Grains,Rice,1412,0.31,127.08
2016-04-04,"Eggs, Meat & Fish",Mutton,1926,0.24,231.12
2016-04-04,Fruits & Veggies,Fresh Fruits,762,0.3,53.34
2016-04-04,"Eggs, Meat & Fish",Mutton,933,0.3,345.21
2016-04-04,Oil & Masala,Masalas,1614,0.34,145.26
2016-04-05,Food Grains,Rice,903,0.1,90.3
2016-04-05,Fruits & Veggies,Organic Vegetables,1213,0.17,266.86
2016-04-05,Snacks,Chocolates,1511,0.23,468.41
2016-04-05,Food Grains,Dals & Pulses,2484,0.16,869.4
2016-04-05,Fruits & Veggies,Fresh Fruits,1755,0.16,403.65
2016-04-05,Fruits & Veggies,Organic Fruits,1422,0.22,426.6
2016-04-05,Oil & Masala,Spices,689,0.26,282.49
2016-04-05,"Eggs, Meat & Fish",Eggs,2237,0.27,559.25
2016-04-05,Bakery,Cakes,2310,0.14,277.2
2016-04-05,Food Grains,Atta & Flour,1724,0.33,379.28
2016-04-05,Beverages,Health Drinks,522,0.15,219.24
2016-04-05,Bakery,Biscuits,1993,0.3,279.02
2016-04-05,Oil & Masala,Masalas,1652,0.31,479.08
2016-04-06,Snacks,Cookies,1449,0.13,420.21
2016-04-06,"Eggs, Meat & Fish",Chicken,2183,0.17,283.79
2016-04-06,Bakery,Biscuits,2256,0.18,225.6
2016-04-06,Beverages,Health Drinks,1038,0.2,155.7
2016-04-06,Bakery,Breads & Buns,1497,0.33,359.28
2016-04-06,Snacks,Chocolates,526,0.18,231.44
2016-04-07,Bakery,Breads & Buns,1768,0.33,654.16
2016-04-07,Oil & Masala,Masalas,951,0.11,171.18
2016-04-07,Snacks,Chocolates,780,0.17,319.8
2016-04-07,Beverages,Health Drinks,2307,0.21,922.8
2016-04-07,Bakery,Cakes,916,0.31,201.52
2016-04-09,Bakery,Biscuits,2463,0.32,197.04
2016-04-09,"Eggs, Meat & Fish",Fish,1315,0.22,249.85
2016-04-09,Oil & Masala,Spices,2367,0.13,497.07
2016-04-10,Food Grains,Organic Staples,700,0.12,105
2016-04-10,Fruits & Veggies,Fresh Fruits,1089,0.32,141.57
2016-04-10,"Eggs, Meat & Fish",Eggs,667,0.27,266.8
2016-04-11,"Eggs, Meat & Fish",Chicken,558,0.35,189.72
2016-04-11,Food Grains,Organic Staples,1783,0.25,374.43
2016-04-11,Snacks,Noodles,2232,0.17,491.04
2016-04-11,Bakery,Breads & Buns,2398,0.3,599.5
2016-04-11,Food Grains,Dals & Pulses,993,0.33,377.34
2016-04-11,Food Grains,Atta & Flour,1808,0.2,216.96
2016-04-11,Oil & Masala,Edible Oil & Ghee,1212,0.12,109.08
2016-04-12,Snacks,Chocolates,760,0.18,273.6
2016-04-13,Snacks,Chocolates,568,0.3,39.76
2016-04-13,"Eggs, Meat & Fish",Chicken,1977,0.25,474.48
2016-04-13,Food Grains,Atta & Flour,2089,0.21,125.34
2016-04-13,Food Grains,Organic Staples,912,0.26,72.96
2016-04-13,Beverages,Health Drinks,814,0.35,48.84
2016-04-13,Oil & Masala,Spices,1052,0.27,105.2
2016-04-13,Oil & Masala,Spices,2081,0.1,749.16
2016-04-13,Snacks,Noodles,862,0.29,103.44
2016-04-13,Beverages,Health Drinks,1842,0.27,460.5
2016-04-13,"Eggs, Meat & Fish",Chicken,2078,0.32,706.52
2016-04-13,Oil & Masala,Masalas,1093,0.27,109.3
2016-04-13,Oil & Masala,Spices,703,0.24,70.3
2016-04-13,Fruits & Veggies,Fresh Vegetables,1150,0.3,299
2016-04-13,Beverages,Soft Drinks,2390,0.12,956
2016-04-13,Food Grains,Dals & Pulses,2286,0.16,137.16
2016-04-14,Beverages,Health Drinks,2188,0.21,700.16
2016-04-16,"Eggs, Meat & Fish",Fish,2388,0.35,597
2016-04-16,Fruits & Veggies,Fresh Fruits,615,0.35,221.4
2016-04-16,Beverages,Soft Drinks,2310,0.23,970.2
2016-04-16,Beverages,Health Drinks,1726,0.34,120.82
2016-04-16,Fruits & Veggies,Fresh Fruits,1808,0.34,578.56
2016-04-16,Food Grains,Dals & Pulses,1828,0.28,493.56
2016-04-16,Oil & Masala,Masalas,1617,0.33,549.78
2016-04-16,Snacks,Chocolates,907,0.31,108.84
2016-04-16,Beverages,Health Drinks,742,0.19,259.7
2016-04-16,Bakery,Breads & Buns,1529,0.11,626.89
2016-04-16,Bakery,Cakes,1081,0.18,108.1
2016-04-16,"Eggs, Meat & Fish",Mutton,1399,0.17,587.58
2016-04-16,Bakery,Biscuits,2377,0.27,594.25
2016-04-16,Fruits & Veggies,Fresh Fruits,2032,0.18,223.52
2016-04-17,Snacks,Chocolates,2141,0.21,813.58
2016-04-17,Snacks,Cookies,1284,0.11,487.92
2016-04-17,Food Grains,Organic Staples,2173,0.25,804.01
2016-04-17,"Eggs, Meat & Fish",Eggs,524,0.28,31.44
2016-04-17,Fruits & Veggies,Organic Fruits,611,0.35,85.54
2016-04-17,"Eggs, Meat & Fish",Mutton,2083,0.22,104.15
2016-04-17,Oil & Masala,Masalas,2064,0.15,123.84
2016-04-17,Fruits & Veggies,Fresh Vegetables,1594,0.18,318.8
2016-04-18,Bakery,Cakes,1259,0.15,415.47
2016-04-18,Beverages,Soft Drinks,902,0.29,153.34
2016-04-18,Beverages,Soft Drinks,2306,0.3,553.44
2016-04-18,Bakery,Cakes,1417,0.19,99.19
2016-04-18,Food Grains,Rice,1849,0.31,184.9
2016-04-18,Snacks,Noodles,1127,0.27,349.37
2016-04-18,Bakery,Biscuits,1127,0.34,281.75
2016-04-18,Snacks,Chocolates,1842,0.32,626.28
2016-04-18,Snacks,Chocolates,1692,0.24,355.32
2016-04-18,Beverages,Soft Drinks,797,0.2,231.13
2016-04-18,Oil & Masala,Edible Oil & Ghee,1957,0.29,332.69
2016-04-18,"Eggs, Meat & Fish",Fish,1319,0.29,567.17
2016-04-18,Snacks,Chocolates,793,0.12,301.34
2016-04-18,Beverages,Soft Drinks,1482,0.15,592.8
2016-04-18,Snacks,Noodles,552,0.34,204.24
2016-04-18,Food Grains,Rice,1976,0.19,731.12
2016-04-18,Oil & Masala,Spices,1049,0.11,251.76
2016-04-18,Beverages,Soft Drinks,727,0.15,109.05
2016-04-19,Food Grains,Rice,791,0.3,229.39
2016-04-19,Snacks,Cookies,2445,0.2,391.2
2016-04-20,"Eggs, Meat & Fish",Fish,1794,0.23,789.36
2016-04-20,"Eggs, Meat & Fish",Eggs,2443,0.35,439.74
2016-04-20,Fruits & Veggies,Organic Fruits,890,0.29,356
2016-04-20,Food Grains,Organic Staples,1892,0.22,567.6
2016-04-20,"Eggs, Meat & Fish",Mutton,2215,0.17,841.7
2016-04-21,Snacks,Chocolates,993,0.25,287.97
2016-04-21,Oil & Masala,Masalas,758,0.23,189.5
2016-04-21,Snacks,Chocolates,1625,0.23,422.5
2016-04-21,Bakery,Cakes,2153,0.11,882.73
2016-04-22,Beverages,Health Drinks,1880,0.35,770.8
2016-04-22,Oil & Masala,Edible Oil & Ghee,855,0.34,136.8
2016-04-24,Oil & Masala,Edible Oil & Ghee,2353,0.14,517.66
2016-04-25,Oil & Masala,Edible Oil & Ghee,1436,0.29,588.76
2016-04-25,Bakery,Cakes,2269,0.15,431.11
2016-04-25,Snacks,Cookies,1191,0.1,131.01
2016-04-25,Bakery,Cakes,1918,0.22,575.4
2016-04-25,Beverages,Soft Drinks,971,0.33,242.75
2016-04-25,"Eggs, Meat & Fish",Eggs,2209,0.35,574.34
2016-04-25,Beverages,Soft Drinks,842,0.19,58.94
2016-04-26,Snacks,Cookies,721,0.27,100.94
2016-04-26,Fruits & Veggies,Organic Vegetables,2375,0.21,475
2016-04-26,Beverages,Soft Drinks,1965,0.13,117.9
2016-04-26,Oil & Masala,Spices,2077,0.31,436.17
2016-04-26,Food Grains,Atta & Flour,1713,0.13,753.72
2016-04-26,"Eggs, Meat & Fish",Mutton,2350,0.33,987
2016-04-26,Bakery,Cakes,602,0.34,90.3
2016-04-26,"Eggs, Meat & Fish",Chicken,1277,0.18,421.41
2016-04-26,"Eggs, Meat & Fish",Fish,1706,0.13,511.8
2016-04-26,Oil & Masala,Edible Oil & Ghee,2467,0.34,937.46
2016-04-27,Oil & Masala,Edible Oil & Ghee,1153,0.31,230.6
2016-04-27,Fruits & Veggies,Fresh Fruits,2307,0.25,715.17
2016-04-27,Bakery,Cakes,2114,0.28,845.6
2016-04-27,Snacks,Noodles,595,0.28,160.65
2016-04-27,"Eggs, Meat & Fish",Eggs,506,0.12,86.02
2016-04-28,Food Grains,Rice,641,0.17,179.48
2016-04-28,Oil & Masala,Spices,1192,0.26,417.2
2016-04-28,Food Grains,Rice,1132,0.21,464.12
2016-04-28,Fruits & Veggies,Organic Vegetables,1846,0.17,683.02
2016-04-28,"Eggs, Meat & Fish",Chicken,2454,0.2,490.8
2016-04-29,Oil & Masala,Edible Oil & Ghee,2029,0.19,324.64
2016-04-30,Food Grains,Atta & Flour,1368,0.11,383.04
2016-04-30,Snacks,Chocolates,2043,0.16,143.01
2016-04-30,"Eggs, Meat & Fish",Chicken,604,0.29,181.2
2016-04-30,Bakery,Breads & Buns,1484,0.21,608.44
2016-04-30,Fruits & Veggies,Organic Vegetables,1379,0.27,482.65
2016-04-30,Beverages,Soft Drinks,825,0.14,305.25
2016-04-30,Beverages,Health Drinks,1511,0.23,362.64
2016-04-30,Beverages,Health Drinks,606,0.24,121.2
2016-04-30,Beverages,Health Drinks,1205,0.26,144.6
2016-05-01,Oil & Masala,Edible Oil & Ghee,1404,0.34,126.36
2016-05-01,Bakery,Cakes,1951,0.16,195.1
2016-05-01,"Eggs, Meat & Fish",Chicken,676,0.26,223.08
2016-05-01,Fruits & Veggies,Fresh Vegetables,1983,0.14,634.56
2016-05-01,Oil & Masala,Masalas,1772,0.12,141.76
2016-05-01,Oil & Masala,Masalas,537,0.14,26.85
2016-05-01,Oil & Masala,Masalas,1788,0.14,625.8
2016-05-02,Bakery,Cakes,995,0.26,218.9
2016-05-02,Beverages,Health Drinks,839,0.32,218.14
2016-05-03,Oil & Masala,Spices,2019,0.23,383.61
2016-05-03,Food Grains,Atta & Flour,1702,0.19,221.26
2016-05-03,Fruits & Veggies,Organic Fruits,1751,0.23,472.77
2016-05-03,Fruits & Veggies,Fresh Vegetables,744,0.18,96.72
2016-05-03,Snacks,Cookies,1720,0.24,326.8
2016-05-03,Fruits & Veggies,Fresh Vegetables,1265,0.33,366.85
2016-05-03,Beverages,Health Drinks,1113,0.24,333.9
2016-05-03,"Eggs, Meat & Fish",Mutton,529,0.23,100.51
2016-05-03,Oil & Masala,Masalas,2399,0.13,479.8
2016-05-03,Oil & Masala,Edible Oil & Ghee,2226,0.16,511.98
2016-05-03,Food Grains,Organic Staples,2316,0.34,926.4
2016-05-03,Bakery,Cakes,624,0.21,274.56
2016-05-03,Bakery,Breads & Buns,2295,0.13,481.95
2016-05-04,Oil & Masala,Edible Oil & Ghee,931,0.14,297.92
2016-05-04,Beverages,Health Drinks,2190,0.27,262.8
2016-05-04,Oil & Masala,Spices,619,0.21,55.71
2016-05-04,Beverages,Soft Drinks,1533,0.31,444.57
2016-05-07,Beverages,Health Drinks,905,0.26,298.65
2016-05-07,Food Grains,Atta & Flour,2241,0.3,1008.45
2016-05-07,Fruits & Veggies,Fresh Vegetables,852,0.33,213
2016-05-08,Bakery,Breads & Buns,1370,0.26,438.4
2016-05-08,Oil & Masala,Masalas,1159,0.15,278.16
2016-05-08,Snacks,Chocolates,1729,0.32,708.89
2016-05-08,Bakery,Biscuits,1827,0.28,493.29
2016-05-08,Oil & Masala,Spices,2161,0.33,626.69
2016-05-08,Food Grains,Organic Staples,1770,0.17,708
2016-05-08,Beverages,Soft Drinks,1291,0.13,426.03
2016-05-08,"Eggs, Meat & Fish",Chicken,1555,0.3,93.3
2016-05-08,Beverages,Health Drinks,2138,0.25,192.42
2016-05-08,Oil & Masala,Masalas,2101,0.11,609.29
2016-05-08,Beverages,Soft Drinks,1828,0.22,493.56
2016-05-09,Snacks,Chocolates,682,0.11,88.66
2016-05-10,"Eggs, Meat & Fish",Mutton,2316,0.12,764.28
2016-05-10,Fruits & Veggies,Fresh Vegetables,966,0.21,367.08
2016-05-10,Beverages,Health Drinks,1512,0.27,665.28
2016-05-11,Oil & Masala,Masalas,1839,0.34,183.9
2016-05-12,Snacks,Cookies,661,0.34,218.13
2016-05-12,Snacks,Chocolates,1065,0.12,85.2
2016-05-12,Food Grains,Organic Staples,1898,0.15,474.5
2016-05-12,Beverages,Health Drinks,1997,0.31,678.98
2016-05-12,Fruits & Veggies,Fresh Vegetables,517,0.15,41.36
2016-05-12,Snacks,Cookies,712,0.33,85.44
2016-05-12,Snacks,Noodles,1448,0.23,289.6
2016-05-12,Fruits & Veggies,Organic Vegetables,1778,0.27,693.42
2016-05-13,Fruits & Veggies,Fresh Fruits,2100,0.16,483
2016-05-13,Bakery,Cakes,1884,0.24,339.12
2016-05-14,Bakery,Biscuits,2128,0.1,425.6
2016-05-14,"Eggs, Meat & Fish",Mutton,2302,0.18,230.2
2016-05-14,Oil & Masala,Masalas,1735,0.11,572.55
2016-05-14,Beverages,Health Drinks,2178,0.13,718.74
2016-05-14,"Eggs, Meat & Fish",Chicken,2173,0.12,956.12
2016-05-14,Oil & Masala,Edible Oil & Ghee,1064,0.27,234.08
2016-05-14,Beverages,Health Drinks,1259,0.25,276.98
2016-05-14,Beverages,Health Drinks,1061,0.3,456.23
2016-05-14,Food Grains,Rice,2444,0.23,342.16
2016-05-14,Oil & Masala,Masalas,777,0.2,108.78
2016-05-14,Beverages,Soft Drinks,808,0.34,266.64
2016-05-14,Oil & Masala,Spices,1701,0.29,680.4
2016-05-15,Oil & Masala,Edible Oil & Ghee,2151,0.27,881.91
